"","county_desc","precinct_abbrv","vtd_abbrv","party_cd","race_code","ethnic_code","sex_code","age","actual_voters","total_voters","non_voters"
"322734","DUPLIN","ROCK","ROCK","UNA","U","UN","U","Age 41 - 65",1,1,0
"322735","DUPLIN","ROSE","ROSE","UNA","U","UN","U","Age 41 - 65",2,3,1
"322773","VANCE","SCRK","SCRK","UNA","U","UN","U","Age 41 - 65",5,9,4
"322775","NORTHAMPTON","SEABOA","SEABOA","UNA","U","UN","U","Age 41 - 65",1,1,0
"322776","NORTHAMPTON","SEVERN","SEVERN","UNA","U","UN","U","Age 41 - 65",1,1,0
"322778","ONSLOW","SF18","SF18","UNA","U","UN","U","Age 41 - 65",1,3,2
"322784","VANCE","SH1","SH1","UNA","U","UN","U","Age 41 - 65",2,6,4
"322790","LINCOLN","SL24","SL24","UNA","U","UN","U","Age 41 - 65",2,2,0
"322796","DUPLIN","SMCA","SMCA","UNA","U","UN","U","Age 41 - 65",3,4,1
"322812","GRAHAM","STEC","STEC","UNA","U","UN","U","Age 41 - 65",2,2,0
"322815","CASWELL","STON","STON","UNA","U","UN","U","Age 41 - 65",3,4,1
"322821","ONSLOW","SW19","SW19","UNA","U","UN","U","Age 41 - 65",20,21,1
"322834","LINCOLN","TA37","TE27","UNA","U","UN","U","Age 41 - 65",5,5,0
"322836","ONSLOW","TL06","TL06","UNA","U","UN","U","Age 41 - 65",5,5,0
"322840","VANCE","NH","TWNS","UNA","U","UN","U","Age 41 - 65",1,2,1
"322847","ONSLOW","VR15","VR15","UNA","U","UN","U","Age 41 - 65",1,1,0
"322875","DUPLIN","WALL","WALL","UNA","U","UN","U","Age 41 - 65",6,10,4
"322877","DUPLIN","WARS","WARS","UNA","U","UN","U","Age 41 - 65",4,6,2
"322892","GRAHAM","WEST","WEST","UNA","U","UN","U","Age 41 - 65",1,2,1
"322895","VANCE","WH","WH1","UNA","U","UN","U","Age 41 - 65",3,5,2
"322899","VANCE","NH","WMSB","UNA","U","UN","U","Age 41 - 65",2,4,2
"322900","ONSLOW","WN04","WN04","UNA","U","UN","U","Age 41 - 65",5,9,4
"322903","DUPLIN","WOLF","WOLF","UNA","U","UN","U","Age 41 - 65",3,5,2
"322904","NORTHAMPTON","WOODLA","WOODLA","UNA","U","UN","U","Age 41 - 65",1,4,3
"322905","LINCOLN","WP32","WP32","UNA","U","UN","U","Age 41 - 65",7,8,1
"322909","CASWELL","YANC","YAN2","UNA","U","UN","U","Age 41 - 65",2,2,0
"322910","CASWELL","YANC","YAN4","UNA","U","UN","U","Age 41 - 65",8,10,2
"322915","BURKE","0018","0018","DEM","W","UN","U","Age 41 - 65",1,1,0
"322916","BURKE","0021","0021","DEM","W","UN","U","Age 41 - 65",1,1,0
"322917","BURKE","0029-B","0029","DEM","W","UN","U","Age 41 - 65",1,1,0
"322921","BURKE","0040","0040","DEM","W","UN","U","Age 41 - 65",2,2,0
"322924","BURKE","0052","0052","DEM","W","UN","U","Age 41 - 65",1,1,0
"322925","BURKE","0062","0062","DEM","W","UN","U","Age 41 - 65",1,1,0
"322926","BURKE","0066","0066","DEM","W","UN","U","Age 41 - 65",1,1,0
"322949","YANCEY","01 BUR","01-BUR","DEM","W","UN","U","Age 41 - 65",2,2,0
"322953","ALAMANCE","02","02","DEM","W","UN","U","Age 41 - 65",1,1,0
"322978","YANCEY","03 EGY","03-EGY","DEM","W","UN","U","Age 41 - 65",1,2,1
"322989","ALAMANCE","03S","03S","DEM","W","UN","U","Age 41 - 65",1,1,0
"322990","ALAMANCE","04","04","DEM","W","UN","U","Age 41 - 65",2,2,0
"323014","CATAWBA","05","05","DEM","W","UN","U","Age 41 - 65",1,1,0
"323035","YANCEY","06 JAC","06-JAC","DEM","W","UN","U","Age 41 - 65",1,2,1
"323037","ALAMANCE","064","064","DEM","W","UN","U","Age 41 - 65",1,1,0
"323042","ALAMANCE","07","07","DEM","W","UN","U","Age 41 - 65",1,1,0
"323044","CATAWBA","07","07","DEM","W","UN","U","Age 41 - 65",2,2,0
"323080","YANCEY","09 SOU","09-SOU","DEM","W","UN","U","Age 41 - 65",1,1,0
"323086","GATES","1","1","DEM","W","UN","U","Age 41 - 65",2,2,0
"323105","ALAMANCE","103","103","DEM","W","UN","U","Age 41 - 65",1,2,1
"323113","ALAMANCE","10N","10N","DEM","W","UN","U","Age 41 - 65",2,2,0
"323114","ALAMANCE","10S","10S","DEM","W","UN","U","Age 41 - 65",5,6,1
"323119","ROBESON","11A","11","DEM","W","UN","U","Age 41 - 65",1,1,0
"323150","ALAMANCE","125","125","DEM","W","UN","U","Age 41 - 65",1,1,0
"323151","ALAMANCE","126","126","DEM","W","UN","U","Age 41 - 65",1,1,0
"323155","ALAMANCE","12E","12E","DEM","W","UN","U","Age 41 - 65",1,1,0
"323156","ALAMANCE","13","13","DEM","W","UN","U","Age 41 - 65",3,3,0
"323225","CATAWBA","20","20","DEM","W","UN","U","Age 41 - 65",2,2,0
"323226","CHATHAM","20","20","DEM","W","UN","U","Age 41 - 65",1,1,0
"323284","CHATHAM","3","3","DEM","W","UN","U","Age 41 - 65",2,3,1
"323286","GATES","3","3","DEM","W","UN","U","Age 41 - 65",1,5,4
"323287","CHATHAM","30","30","DEM","W","UN","U","Age 41 - 65",1,1,0
"323290","CATAWBA","31","31","DEM","W","UN","U","Age 41 - 65",1,1,0
"323305","CATAWBA","38","38","DEM","W","UN","U","Age 41 - 65",1,1,0
"323315","CHATHAM","42","42","DEM","W","UN","U","Age 41 - 65",1,1,0
"323329","GATES","4N","4N","DEM","W","UN","U","Age 41 - 65",2,3,1
"323356","CHATHAM","75","75","DEM","W","UN","U","Age 41 - 65",1,2,1
"323357","CHATHAM","78","78","DEM","W","UN","U","Age 41 - 65",4,5,1
"323364","CHATHAM","85","85","DEM","W","UN","U","Age 41 - 65",1,1,0
"323365","CHATHAM","9","9","DEM","W","UN","U","Age 41 - 65",2,2,0
"323378","LINCOLN","BC13","BC13","DEM","W","UN","U","Age 41 - 65",1,1,0
"323379","ONSLOW","BC21","BC21","DEM","W","UN","U","Age 41 - 65",1,1,0
"323410","DUPLIN","CFRK","CFRK","DEM","W","UN","U","Age 41 - 65",1,1,0
"323413","DUPLIN","CHIN","CHIN","DEM","W","UN","U","Age 41 - 65",1,1,0
"323428","LINCOLN","DN29","DN29","DEM","W","UN","U","Age 41 - 65",1,2,1
"323431","LINCOLN","DW28","DW28","DEM","W","UN","U","Age 41 - 65",1,1,0
"323442","ONSLOW","EN03","EN03","DEM","W","UN","U","Age 41 - 65",1,2,1
"323448","CHATHAM","ESC114","ESC114","DEM","W","UN","U","Age 41 - 65",1,1,0
"323483","NORTHAMPTON","GALATI","GALATI","DEM","W","UN","U","Age 41 - 65",1,1,0
"323502","DUPLIN","HALL","HALL","DEM","W","UN","U","Age 41 - 65",1,2,1
"323513","ONSLOW","HU20","HU20","DEM","W","UN","U","Age 41 - 65",2,2,0
"323516","LINCOLN","HC33","HV07","DEM","W","UN","U","Age 41 - 65",1,1,0
"323519","VANCE","KITT","KITT","DEM","W","UN","U","Age 41 - 65",1,1,0
"323524","NORTHAMPTON","LAKE G","LAKE-G","DEM","W","UN","U","Age 41 - 65",1,1,0
"323527","LINCOLN","LB34","LM16","DEM","W","UN","U","Age 41 - 65",1,1,0
"323528","CASWELL","LOCU","LOCU","DEM","W","UN","U","Age 41 - 65",1,1,0
"323540","CHATHAM","MCH110","MCH110","DEM","W","UN","U","Age 41 - 65",13,15,2
"323546","CASWELL","MILT","MILT","DEM","W","UN","U","Age 41 - 65",2,2,0
"323548","ONSLOW","ML23","ML23","DEM","W","UN","U","Age 41 - 65",1,1,0
"323551","ONSLOW","MT24","MT24","DEM","W","UN","U","Age 41 - 65",1,1,0
"323554","CHEROKEE","MURS","MURS","DEM","W","UN","U","Age 41 - 65",1,1,0
"323558","LINCOLN","NB35","NB09","DEM","W","UN","U","Age 41 - 65",2,3,1
"323567","CHATHAM","NWM117","NWM117","DEM","W","UN","U","Age 41 - 65",8,9,1
"323568","LINCOLN","OB21","OB21","DEM","W","UN","U","Age 41 - 65",1,1,0
"323569","LINCOLN","ST36","OG10","DEM","W","UN","U","Age 41 - 65",1,1,0
"323571","JONES","P07","P07","DEM","W","UN","U","Age 41 - 65",1,1,0
"323573","BLADEN","P15","P15","DEM","W","UN","U","Age 41 - 65",1,2,1
"323574","BLADEN","P40","P40","DEM","W","UN","U","Age 41 - 65",1,1,0
"323575","BLADEN","P75","P75","DEM","W","UN","U","Age 41 - 65",1,1,0
"323579","CASWELL","PELH","PELH","DEM","W","UN","U","Age 41 - 65",1,1,0
"323580","CHATHAM","PIT113","PIT113","DEM","W","UN","U","Age 41 - 65",3,5,2
"323607","WILSON","PROL","PROL","DEM","W","UN","U","Age 41 - 65",2,2,0
"323608","CASWELL","PROVI","PROVI","DEM","W","UN","U","Age 41 - 65",1,1,0
"323609","WILSON","PRWC","PRWC","DEM","W","UN","U","Age 41 - 65",1,1,0
"323610","WILSON","PRWL","PRWL","DEM","W","UN","U","Age 41 - 65",1,1,0
"323611","WILSON","PRWR","PRWR","DEM","W","UN","U","Age 41 - 65",1,1,0
"323616","DUPLIN","ROCK","ROCK","DEM","W","UN","U","Age 41 - 65",1,1,0
"323617","DUPLIN","ROSE","ROSE","DEM","W","UN","U","Age 41 - 65",1,2,1
"323627","ONSLOW","SF18","SF18","DEM","W","UN","U","Age 41 - 65",1,1,0
"323639","ONSLOW","SW19","SW19","DEM","W","UN","U","Age 41 - 65",1,1,0
"323665","DUPLIN","WALL","WALL","DEM","W","UN","U","Age 41 - 65",2,2,0
"323667","DUPLIN","WARS","WARS","DEM","W","UN","U","Age 41 - 65",1,4,3
"323674","VANCE","WH","WH1","DEM","W","UN","U","Age 41 - 65",2,3,1
"323677","ONSLOW","WN04","WN04","DEM","W","UN","U","Age 41 - 65",2,2,0
"323679","LINCOLN","WP32","WP32","DEM","W","UN","U","Age 41 - 65",2,2,0
"323681","BURKE","0047-B","0047","LIB","W","UN","U","Age 41 - 65",1,1,0
"323690","CHATHAM","21","21","LIB","W","UN","U","Age 41 - 65",1,1,0
"323695","ONSLOW","EN03","EN03","LIB","W","UN","U","Age 41 - 65",1,1,0
"323704","BURKE","0011","0011","REP","W","UN","U","Age 41 - 65",2,2,0
"323705","BURKE","0012","0012","REP","W","UN","U","Age 41 - 65",1,1,0
"323706","BURKE","0013","0013","REP","W","UN","U","Age 41 - 65",1,1,0
"323707","BURKE","0015","0015","REP","W","UN","U","Age 41 - 65",1,1,0
"323709","BURKE","0018","0018","REP","W","UN","U","Age 41 - 65",1,1,0
"323710","BURKE","0020","0020","REP","W","UN","U","Age 41 - 65",1,1,0
"323722","BURKE","0047-A","0047","REP","W","UN","U","Age 41 - 65",1,1,0
"323725","BURKE","0064","0064","REP","W","UN","U","Age 41 - 65",1,1,0
"323728","ALAMANCE","01","01","REP","W","UN","U","Age 41 - 65",1,1,0
"323730","CATAWBA","01","01","REP","W","UN","U","Age 41 - 65",1,1,0
"323748","YANCEY","01 BUR","01-BUR","REP","W","UN","U","Age 41 - 65",2,2,0
"323762","ALAMANCE","02","02","REP","W","UN","U","Age 41 - 65",1,1,0
"323787","CATAWBA","03","03","REP","W","UN","U","Age 41 - 65",1,1,0
"323791","ROBESON","03","03","REP","W","UN","U","Age 41 - 65",1,1,0
"323803","ALAMANCE","035","035","REP","W","UN","U","Age 41 - 65",1,1,0
"323810","ALAMANCE","03S","03S","REP","W","UN","U","Age 41 - 65",1,3,2
"323811","ALAMANCE","04","04","REP","W","UN","U","Age 41 - 65",2,2,0
"323854","YANCEY","06 JAC","06-JAC","REP","W","UN","U","Age 41 - 65",1,1,0
"323863","ALAMANCE","06N","06N","REP","W","UN","U","Age 41 - 65",1,1,0
"323864","ALAMANCE","06S","06S","REP","W","UN","U","Age 41 - 65",1,1,0
"323865","ALAMANCE","06W","06W","REP","W","UN","U","Age 41 - 65",1,2,1
"323866","ALAMANCE","07","07","REP","W","UN","U","Age 41 - 65",1,1,0
"323890","ROBESON","08","08","REP","W","UN","U","Age 41 - 65",1,1,0
"323898","YANCEY","08 CRA","08-CRA","REP","W","UN","U","Age 41 - 65",1,1,0
"323904","ALAMANCE","08N","08N","REP","W","UN","U","Age 41 - 65",1,1,0
"323919","GATES","1","1","REP","W","UN","U","Age 41 - 65",1,1,0
"323945","ALAMANCE","10N","10N","REP","W","UN","U","Age 41 - 65",3,3,0
"323946","ALAMANCE","10S","10S","REP","W","UN","U","Age 41 - 65",1,2,1
"323951","ROBESON","11A","11","REP","W","UN","U","Age 41 - 65",1,1,0
"323989","ALAMANCE","1210","1210","REP","W","UN","U","Age 41 - 65",1,1,0
"323992","ALAMANCE","124","124","REP","W","UN","U","Age 41 - 65",1,1,0
"323995","ALAMANCE","128","128","REP","W","UN","U","Age 41 - 65",1,1,0
"323998","ALAMANCE","13","13","REP","W","UN","U","Age 41 - 65",1,2,1
"324000","CATAWBA","13","13","REP","W","UN","U","Age 41 - 65",1,1,0
"324037","CHATHAM","15","15","REP","W","UN","U","Age 41 - 65",2,3,1
"324052","CATAWBA","16","16","REP","W","UN","U","Age 41 - 65",1,1,0
"324078","CHATHAM","18","18","REP","W","UN","U","Age 41 - 65",2,2,0
"324089","CATAWBA","19","19","REP","W","UN","U","Age 41 - 65",1,1,0
"324106","GATES","2","2","REP","W","UN","U","Age 41 - 65",2,3,1
"324110","CATAWBA","20","20","REP","W","UN","U","Age 41 - 65",1,1,0
"324111","CHATHAM","20","20","REP","W","UN","U","Age 41 - 65",5,7,2
"324132","ROBESON","21","21","REP","W","UN","U","Age 41 - 65",1,1,0
"324156","CHATHAM","24","24","REP","W","UN","U","Age 41 - 65",1,1,0
"324168","CATAWBA","26","26","REP","W","UN","U","Age 41 - 65",2,2,0
"324176","CATAWBA","28","28","REP","W","UN","U","Age 41 - 65",1,1,0
"324182","CATAWBA","29","29","REP","W","UN","U","Age 41 - 65",2,2,0
"324185","GATES","3","3","REP","W","UN","U","Age 41 - 65",4,5,1
"324187","CATAWBA","30","30","REP","W","UN","U","Age 41 - 65",1,2,1
"324188","CHATHAM","30","30","REP","W","UN","U","Age 41 - 65",1,1,0
"324195","CATAWBA","31","31","REP","W","UN","U","Age 41 - 65",2,3,1
"324198","CATAWBA","32","32","REP","W","UN","U","Age 41 - 65",1,1,0
"324201","CATAWBA","33","33","REP","W","UN","U","Age 41 - 65",4,5,1
"324209","CATAWBA","36","36","REP","W","UN","U","Age 41 - 65",1,1,0
"324212","CATAWBA","37","37","REP","W","UN","U","Age 41 - 65",1,1,0
"324229","CHATHAM","42","42","REP","W","UN","U","Age 41 - 65",1,2,1
"324236","CHATHAM","45","45","REP","W","UN","U","Age 41 - 65",2,2,0
"324245","GATES","4N","4N","REP","W","UN","U","Age 41 - 65",1,1,0
"324246","GATES","4S","4S","REP","W","UN","U","Age 41 - 65",4,4,0
"324254","CHATHAM","6","6","REP","W","UN","U","Age 41 - 65",1,1,0
"324271","CHATHAM","78","78","REP","W","UN","U","Age 41 - 65",3,5,2
"324279","CHATHAM","85","85","REP","W","UN","U","Age 41 - 65",4,5,1
"324280","CHATHAM","9","9","REP","W","UN","U","Age 41 - 65",1,1,0
"324288","DUPLIN","ALBE","ALBE","REP","W","UN","U","Age 41 - 65",2,3,1
"324289","CHEROKEE","ANNW","ANNW","REP","W","UN","U","Age 41 - 65",2,2,0
"324292","LINCOLN","AS25","AS25","REP","W","UN","U","Age 41 - 65",1,1,0
"324303","ONSLOW","BC21","BC21","REP","W","UN","U","Age 41 - 65",2,3,1
"324313","DUPLIN","BEUL","BEUL","REP","W","UN","U","Age 41 - 65",4,4,0
"324316","ONSLOW","BM08","BM08","REP","W","UN","U","Age 41 - 65",4,5,1
"324320","LINCOLN","BS26","BS26","REP","W","UN","U","Age 41 - 65",2,2,0
"324360","LINCOLN","CF19","CF19","REP","W","UN","U","Age 41 - 65",3,3,0
"324361","DUPLIN","CFRK","CFRK","REP","W","UN","U","Age 41 - 65",2,2,0
"324365","DUPLIN","CHIN","CHIN","REP","W","UN","U","Age 41 - 65",1,2,1
"324369","ONSLOW","CL10","CL10","REP","W","UN","U","Age 41 - 65",3,4,1
"324375","NORTHAMPTON","CONWAY","CONWAY","REP","W","UN","U","Age 41 - 65",1,1,0
"324378","ONSLOW","CR07","CR07","REP","W","UN","U","Age 41 - 65",4,4,0
"324387","DUPLIN","CYCK","CYCK","REP","W","UN","U","Age 41 - 65",2,2,0
"324391","LINCOLN","DV08","DV08","REP","W","UN","U","Age 41 - 65",3,3,0
"324396","LINCOLN","DW28","DW28","REP","W","UN","U","Age 41 - 65",1,1,0
"324404","ONSLOW","EN03","EN03","REP","W","UN","U","Age 41 - 65",5,6,1
"324409","CHATHAM","ESC114","ESC114","REP","W","UN","U","Age 41 - 65",2,2,0
"324419","ONSLOW","FS16","FS16","REP","W","UN","U","Age 41 - 65",4,5,1
"324458","NORTHAMPTON","GARYSB","GARYSB","REP","W","UN","U","Age 41 - 65",2,2,0
"324459","NORTHAMPTON","GASTON","GASTON","REP","W","UN","U","Age 41 - 65",2,2,0
"324461","ONSLOW","GB12","GB12","REP","W","UN","U","Age 41 - 65",5,6,1
"324466","DUPLIN","GLIS","GLIS","REP","W","UN","U","Age 41 - 65",2,2,0
"324483","DUPLIN","HALL","HALL","REP","W","UN","U","Age 41 - 65",1,1,0
"324490","ONSLOW","HM05","HM05","REP","W","UN","U","Age 41 - 65",3,7,4
"324491","ONSLOW","HN14","HN14","REP","W","UN","U","Age 41 - 65",2,3,1
"324492","CHEROKEE","HOTH","HOTH","REP","W","UN","U","Age 41 - 65",1,1,0
"324495","ONSLOW","HR17","HR17","REP","W","UN","U","Age 41 - 65",1,1,0
"324500","LINCOLN","IS23","IS23","REP","W","UN","U","Age 41 - 65",4,4,0
"324508","DUPLIN","KENA","KENA","REP","W","UN","U","Age 41 - 65",3,4,1
"324511","NORTHAMPTON","LAKE G","LAKE-G","REP","W","UN","U","Age 41 - 65",1,1,0
"324515","CASWELL","LOCU","LOCU","REP","W","UN","U","Age 41 - 65",1,1,0
"324518","LINCOLN","LB34","LS15","REP","W","UN","U","Age 41 - 65",2,2,0
"324521","LINCOLN","LW18","LW18","REP","W","UN","U","Age 41 - 65",1,1,0
"324522","LINCOLN","LW31","LW31","REP","W","UN","U","Age 41 - 65",2,3,1
"324529","DUPLIN","MAGN","MAGN","REP","W","UN","U","Age 41 - 65",3,3,0
"324532","CHATHAM","MCH110","MCH110","REP","W","UN","U","Age 41 - 65",6,6,0
"324543","ONSLOW","MT24","MT24","REP","W","UN","U","Age 41 - 65",1,3,2
"324554","LINCOLN","NB35","NB03","REP","W","UN","U","Age 41 - 65",1,2,1
"324555","LINCOLN","NB35","NB09","REP","W","UN","U","Age 41 - 65",2,2,0
"324557","ONSLOW","NE22A","NE22","REP","W","UN","U","Age 41 - 65",2,3,1
"324558","ONSLOW","NE22B","NE22","REP","W","UN","U","Age 41 - 65",4,4,0
"324562","VANCE","NH1","NH1","REP","W","UN","U","Age 41 - 65",1,1,0
"324570","CHATHAM","NWM117","NWM117","REP","W","UN","U","Age 41 - 65",4,4,0
"324572","LINCOLN","OB21","OB21","REP","W","UN","U","Age 41 - 65",1,1,0
"324576","JONES","P07","P07","REP","W","UN","U","Age 41 - 65",2,2,0
"324578","BLADEN","P15","P15","REP","W","UN","U","Age 41 - 65",1,1,0
"324585","LINCOLN","PC22","PC22","REP","W","UN","U","Age 41 - 65",2,2,0
"324588","CASWELL","PELH","PELH","REP","W","UN","U","Age 41 - 65",1,1,0
"324589","NORTHAMPTON","PENDLE","PENDLE","REP","W","UN","U","Age 41 - 65",1,1,0
"324592","CHATHAM","PIT113","PIT113","REP","W","UN","U","Age 41 - 65",6,6,0
"324640","WILSON","PROL","PROL","REP","W","UN","U","Age 41 - 65",1,2,1
"324641","CASWELL","PROVI","PROVI","REP","W","UN","U","Age 41 - 65",2,2,0
"324642","WILSON","PRTA","PRTA","REP","W","UN","U","Age 41 - 65",2,2,0
"324643","WILSON","PRTO","PRTO","REP","W","UN","U","Age 41 - 65",1,1,0
"324644","WILSON","PRWC","PRWC","REP","W","UN","U","Age 41 - 65",1,1,0
"324645","WILSON","PRWJ","PRWJ","REP","W","UN","U","Age 41 - 65",3,5,2
"324646","WILSON","PRWL","PRWL","REP","W","UN","U","Age 41 - 65",1,1,0
"324647","WILSON","PRWM","PRWM","REP","W","UN","U","Age 41 - 65",2,2,0
"324652","ONSLOW","RL09","RL09","REP","W","UN","U","Age 41 - 65",2,3,1
"324668","VANCE","SCRK","SCRK","REP","W","UN","U","Age 41 - 65",1,1,0
"324670","NORTHAMPTON","SEABOA","SEABOA","REP","W","UN","U","Age 41 - 65",1,1,0
"324672","ONSLOW","SF18","SF18","REP","W","UN","U","Age 41 - 65",5,6,1
"324694","ONSLOW","SW19","SW19","REP","W","UN","U","Age 41 - 65",5,6,1
"324703","LINCOLN","TA37","TE27","REP","W","UN","U","Age 41 - 65",3,3,0
"324704","ONSLOW","TL06","TL06","REP","W","UN","U","Age 41 - 65",1,2,1
"324711","ONSLOW","VR15","VR15","REP","W","UN","U","Age 41 - 65",1,1,0
"324732","DUPLIN","WALL","WALL","REP","W","UN","U","Age 41 - 65",6,7,1
"324735","DUPLIN","WARS","WARS","REP","W","UN","U","Age 41 - 65",1,2,1
"324750","ONSLOW","WN04","WN04","REP","W","UN","U","Age 41 - 65",3,3,0
"324752","DUPLIN","WOLF","WOLF","REP","W","UN","U","Age 41 - 65",4,4,0
"324753","NORTHAMPTON","WOODLA","WOODLA","REP","W","UN","U","Age 41 - 65",1,1,0
"324754","LINCOLN","WP32","WP32","REP","W","UN","U","Age 41 - 65",7,8,1
"324759","BURKE","0012","0012","UNA","W","UN","U","Age 41 - 65",1,1,0
"324761","BURKE","0013","0013","UNA","W","UN","U","Age 41 - 65",1,1,0
"324764","BURKE","0015","0015","UNA","W","UN","U","Age 41 - 65",1,1,0
"324765","BURKE","0021","0021","UNA","W","UN","U","Age 41 - 65",1,1,0
"324769","BURKE","0029-A","0029","UNA","W","UN","U","Age 41 - 65",1,1,0
"324770","BURKE","0047-B","0047","UNA","W","UN","U","Age 41 - 65",1,1,0
"324771","BURKE","0064","0064","UNA","W","UN","U","Age 41 - 65",1,1,0
"324775","CATAWBA","01","01","UNA","W","UN","U","Age 41 - 65",1,1,0
"324800","YANCEY","01 BUR","01-BUR","UNA","W","UN","U","Age 41 - 65",1,3,2
"324841","ALAMANCE","03C","03C","UNA","W","UN","U","Age 41 - 65",1,1,0
"324842","ALAMANCE","03N","03N","UNA","W","UN","U","Age 41 - 65",1,1,0
"324843","ALAMANCE","03S","03S","UNA","W","UN","U","Age 41 - 65",1,2,1
"324844","ALAMANCE","03W","03W","UNA","W","UN","U","Age 41 - 65",1,2,1
"324863","CATAWBA","05","05","UNA","W","UN","U","Age 41 - 65",1,1,0
"324870","YANCEY","05 GRE","05-GRE","UNA","W","UN","U","Age 41 - 65",1,1,0
"324881","YANCEY","06 JAC","06-JAC","UNA","W","UN","U","Age 41 - 65",1,1,0
"324883","ALAMANCE","064","064","UNA","W","UN","U","Age 41 - 65",1,2,1
"324890","ALAMANCE","06E","06E","UNA","W","UN","U","Age 41 - 65",2,2,0
"324891","ALAMANCE","06S","06S","UNA","W","UN","U","Age 41 - 65",1,2,1
"324893","CATAWBA","07","07","UNA","W","UN","U","Age 41 - 65",2,2,0
"324914","ROBESON","08","08","UNA","W","UN","U","Age 41 - 65",1,1,0
"324922","YANCEY","08 CRA","08-CRA","UNA","W","UN","U","Age 41 - 65",1,2,1
"324929","ALAMANCE","08N","08N","UNA","W","UN","U","Age 41 - 65",1,1,0
"324930","CATAWBA","09","09","UNA","W","UN","U","Age 41 - 65",1,1,0
"324937","ALAMANCE","09N","09N","UNA","W","UN","U","Age 41 - 65",1,1,0
"324938","GATES","1","1","UNA","W","UN","U","Age 41 - 65",2,2,0
"324962","ALAMANCE","10N","10N","UNA","W","UN","U","Age 41 - 65",2,3,1
"324970","YANCEY","11 PRI","11-PRI","UNA","W","UN","U","Age 41 - 65",2,3,1
"325004","ALAMANCE","125","125","UNA","W","UN","U","Age 41 - 65",1,1,0
"325006","ALAMANCE","129","129","UNA","W","UN","U","Age 41 - 65",1,1,0
"325007","ALAMANCE","12S","12S","UNA","W","UN","U","Age 41 - 65",1,1,0
"325058","CHATHAM","18","18","UNA","W","UN","U","Age 41 - 65",1,1,0
"325068","CATAWBA","19","19","UNA","W","UN","U","Age 41 - 65",1,2,1
"325082","CHATHAM","20","20","UNA","W","UN","U","Age 41 - 65",1,2,1
"325098","CHATHAM","21","21","UNA","W","UN","U","Age 41 - 65",4,4,0
"325115","CATAWBA","23","23","UNA","W","UN","U","Age 41 - 65",1,1,0
"325122","CHATHAM","24","24","UNA","W","UN","U","Age 41 - 65",2,3,1
"325130","CATAWBA","26","26","UNA","W","UN","U","Age 41 - 65",1,1,0
"325139","CATAWBA","29","29","UNA","W","UN","U","Age 41 - 65",1,2,1
"325144","GATES","3","3","UNA","W","UN","U","Age 41 - 65",4,7,3
"325145","CATAWBA","30","30","UNA","W","UN","U","Age 41 - 65",1,1,0
"325146","CHATHAM","30","30","UNA","W","UN","U","Age 41 - 65",5,5,0
"325154","CATAWBA","31","31","UNA","W","UN","U","Age 41 - 65",1,3,2
"325158","CATAWBA","33","33","UNA","W","UN","U","Age 41 - 65",3,5,2
"325162","CATAWBA","34","34","UNA","W","UN","U","Age 41 - 65",1,1,0
"325183","CATAWBA","41","41","UNA","W","UN","U","Age 41 - 65",1,1,0
"325185","CHATHAM","42","42","UNA","W","UN","U","Age 41 - 65",1,1,0
"325190","CHATHAM","45","45","UNA","W","UN","U","Age 41 - 65",3,3,0
"325197","GATES","4S","4S","UNA","W","UN","U","Age 41 - 65",2,2,0
"325220","CHATHAM","75","75","UNA","W","UN","U","Age 41 - 65",1,2,1
"325221","CHATHAM","78","78","UNA","W","UN","U","Age 41 - 65",4,5,1
"325224","CHATHAM","85","85","UNA","W","UN","U","Age 41 - 65",1,1,0
"325225","CHATHAM","9","9","UNA","W","UN","U","Age 41 - 65",1,1,0
"325236","CHEROKEE","ANSW","ANSW","UNA","W","UN","U","Age 41 - 65",1,1,0
"325241","ONSLOW","BC21","BC21","UNA","W","UN","U","Age 41 - 65",1,1,0
"325247","DUPLIN","BEUL","BEUL","UNA","W","UN","U","Age 41 - 65",4,5,1
"325251","ONSLOW","BM08","BM08","UNA","W","UN","U","Age 41 - 65",1,1,0
"325254","LINCOLN","BS26","BS26","UNA","W","UN","U","Age 41 - 65",1,1,0
"325258","DUPLIN","CALY","CALY","UNA","W","UN","U","Age 41 - 65",1,1,0
"325285","DUPLIN","CFRK","CFRK","UNA","W","UN","U","Age 41 - 65",1,1,0
"325290","ONSLOW","CL10","CL10","UNA","W","UN","U","Age 41 - 65",1,1,0
"325293","ONSLOW","CR07","CR07","UNA","W","UN","U","Age 41 - 65",2,2,0
"325300","DUPLIN","CYCK","CYCK","UNA","W","UN","U","Age 41 - 65",1,2,1
"325303","LINCOLN","DN29","DN29","UNA","W","UN","U","Age 41 - 65",2,2,0
"325304","LINCOLN","DV08","DV08","UNA","W","UN","U","Age 41 - 65",1,1,0
"325309","LINCOLN","DW28","DW28","UNA","W","UN","U","Age 41 - 65",3,4,1
